ric,ts,open,high,low,close,volume
ALVG.DE,2022-02-10 00:00:00+00:00,231.65,232.45,229.0,,
ALVG.DE,2022-02-11 00:00:00+00:00,227.45,230.1,226.95,,
ALVG.DE,2022-02-14 00:00:00+00:00,223.4,224.4,218.55,,
ALVG.DE,2022-02-15 00:00:00+00:00,221.95,226.35,220.85,,
ALVG.DE,2022-02-16 00:00:00+00:00,227.0,227.55,224.15,,
ALVG.DE,2022-02-17 00:00:00+00:00,224.0,224.25,220.2,,
ALVG.DE,2022-02-18 00:00:00+00:00,219.65,222.25,213.05,,
ALVG.DE,2022-02-21 00:00:00+00:00,216.3,216.7,206.75,,
ALVG.DE,2022-02-22 00:00:00+00:00,201.6,207.6,200.0,,
ALVG.DE,2022-02-23 00:00:00+00:00,207.85,209.65,204.8,,
ALVG.DE,2022-02-24 00:00:00+00:00,198.0,203.1,197.2,,
ALVG.DE,2022-02-25 00:00:00+00:00,204.1,207.6,199.74,,
ALVG.DE,2022-02-28 00:00:00+00:00,202.3,203.95,198.96,,
ALVG.DE,2022-03-01 00:00:00+00:00,202.6,204.15,195.64,,
ALVG.DE,2022-03-02 00:00:00+00:00,195.0,199.6,192.62,,
ALVG.DE,2022-03-03 00:00:00+00:00,197.32,200.1,195.74,,
ALVG.DE,2022-03-04 00:00:00+00:00,192.8,192.8,187.06,,
ALVG.DE,2022-03-07 00:00:00+00:00,183.48,187.96,178.3,,
ALVG.DE,2022-03-08 00:00:00+00:00,180.7,191.84,180.5,,
ALVG.DE,2022-03-09 00:00:00+00:00,195.82,201.7,194.26,,
ALVG.DE,2022-03-10 00:00:00+00:00,199.0,201.5,195.8,,
ALVG.DE,2022-03-11 00:00:00+00:00,198.38,211.55,197.92,,
ALVG.DE,2022-03-14 00:00:00+00:00,208.0,212.65,207.7,,
ALVG.DE,2022-03-15 00:00:00+00:00,207.2,210.25,205.3,,
ALVG.DE,2022-03-16 00:00:00+00:00,214.2,217.5,212.6,,
ALVG.DE,2022-03-17 00:00:00+00:00,215.95,216.55,211.6,,
ALVG.DE,2022-03-18 00:00:00+00:00,212.4,214.1,210.05,,
ALVG.DE,2022-03-21 00:00:00+00:00,211.9,214.3,211.7,,
ALVG.DE,2022-03-22 00:00:00+00:00,212.85,216.95,212.6,,
ALVG.DE,2022-03-23 00:00:00+00:00,215.35,215.9,212.35,,
ALVG.DE,2022-03-24 00:00:00+00:00,212.6,213.75,211.65,,
ALVG.DE,2022-03-25 00:00:00+00:00,212.1,214.35,210.45,,
ALVG.DE,2022-03-28 00:00:00+00:00,214.1,218.6,214.1,,
ALVG.DE,2022-03-29 00:00:00+00:00,217.3,220.45,216.4,,
ALVG.DE,2022-03-30 00:00:00+00:00,217.65,218.15,215.1,,
ALVG.DE,2022-03-31 00:00:00+00:00,217.9,218.45,216.05,,
ALVG.DE,2022-04-01 00:00:00+00:00,217.5,219.65,216.85,,
ALVG.DE,2022-04-04 00:00:00+00:00,218.6,218.85,215.7,,
ALVG.DE,2022-04-05 00:00:00+00:00,215.9,217.65,214.6,,
ALVG.DE,2022-04-06 00:00:00+00:00,215.85,217.65,213.05,,
ALVG.DE,2022-04-07 00:00:00+00:00,215.55,216.6,212.9,,
ALVG.DE,2022-04-08 00:00:00+00:00,216.15,217.65,215.6,,
ALVG.DE,2022-04-11 00:00:00+00:00,216.5,220.55,216.4,,
ALVG.DE,2022-04-12 00:00:00+00:00,216.4,219.2,214.65,,
ALVG.DE,2022-04-13 00:00:00+00:00,218.0,219.55,216.1,,
ALVG.DE,2022-04-14 00:00:00+00:00,217.6,219.5,216.95,,
ALVG.DE,2022-04-19 00:00:00+00:00,220.15,220.15,217.05,,
ALVG.DE,2022-04-20 00:00:00+00:00,219.0,221.2,218.45,,
ALVG.DE,2022-04-21 00:00:00+00:00,221.35,224.55,220.8,,
ALVG.DE,2022-04-22 00:00:00+00:00,220.4,221.85,219.1,,
ALVG.DE,2022-04-25 00:00:00+00:00,215.4,217.4,212.45,,
ALVG.DE,2022-04-26 00:00:00+00:00,215.45,216.8,213.25,,
ALVG.DE,2022-04-27 00:00:00+00:00,212.0,213.65,210.2,,
ALVG.DE,2022-04-28 00:00:00+00:00,215.1,218.65,212.45,,
ALVG.DE,2022-04-29 00:00:00+00:00,216.25,216.85,214.0,,
ALVG.DE,2022-05-02 00:00:00+00:00,215.2,216.15,213.5,,
ALVG.DE,2022-05-03 00:00:00+00:00,216.65,217.45,215.2,,
ALVG.DE,2022-05-04 00:00:00+00:00,217.0,217.0,213.55,,
ALVG.DE,2022-05-05 00:00:00+00:00,208.75,208.75,199.04,,
ALVG.DE,2022-05-06 00:00:00+00:00,199.92,200.6,195.64,,
ALVG.DE,2022-05-09 00:00:00+00:00,195.02,196.18,191.18,,
ALVG.DE,2022-05-10 00:00:00+00:00,194.5,196.06,192.54,,
ALVG.DE,2022-05-11 00:00:00+00:00,196.94,205.65,195.88,,
ALVG.DE,2022-05-12 00:00:00+00:00,202.0,203.35,196.74,,
ALVG.DE,2022-05-13 00:00:00+00:00,199.9,200.95,198.02,,
ALVG.DE,2022-05-16 00:00:00+00:00,199.86,200.7,197.4,,
ALVG.DE,2022-05-17 00:00:00+00:00,199.54,202.6,198.54,,
ALVG.DE,2022-05-18 00:00:00+00:00,202.35,203.1,200.2,,
ALVG.DE,2022-05-19 00:00:00+00:00,198.16,199.12,194.34,,
ALVG.DE,2022-05-20 00:00:00+00:00,197.06,198.98,195.32,,
ALVG.DE,2022-05-23 00:00:00+00:00,198.72,199.38,197.04,,
ALVG.DE,2022-05-24 00:00:00+00:00,197.6,199.56,196.96,,
ALVG.DE,2022-05-25 00:00:00+00:00,199.82,200.85,197.46,,
ALVG.DE,2022-05-26 00:00:00+00:00,198.0,199.24,197.26,,
ALVG.DE,2022-05-27 00:00:00+00:00,199.42,200.5,197.94,,
ALVG.DE,2022-05-30 00:00:00+00:00,200.45,200.55,198.62,,
ALVG.DE,2022-05-31 00:00:00+00:00,198.5,198.9,194.58,,
ALVG.DE,2022-06-01 00:00:00+00:00,196.42,197.26,193.78,,
ALVG.DE,2022-06-02 00:00:00+00:00,194.9,196.16,193.82,,
ALVG.DE,2022-06-03 00:00:00+00:00,195.88,196.72,194.32,,
ALVG.DE,2022-06-06 00:00:00+00:00,196.76,199.1,196.08,,
ALVG.DE,2022-06-07 00:00:00+00:00,196.6,198.98,195.34,,
ALVG.DE,2022-06-08 00:00:00+00:00,196.02,196.52,191.22,,
ALVG.DE,2022-06-09 00:00:00+00:00,191.14,191.88,189.14,,
ALVG.DE,2022-06-10 00:00:00+00:00,188.5,188.5,182.0,,
ALVG.DE,2022-06-13 00:00:00+00:00,180.82,182.54,179.62,,
ALVG.DE,2022-06-14 00:00:00+00:00,183.0,184.3,181.74,,
ALVG.DE,2022-06-15 00:00:00+00:00,185.0,188.78,184.78,,
ALVG.DE,2022-06-16 00:00:00+00:00,185.66,185.94,182.46,,
ALVG.DE,2022-06-17 00:00:00+00:00,184.4,185.04,181.98,,
ALVG.DE,2022-06-20 00:00:00+00:00,184.32,186.12,183.08,,
ALVG.DE,2022-06-21 00:00:00+00:00,187.04,188.0,185.14,,
ALVG.DE,2022-06-22 00:00:00+00:00,182.4,184.5,180.72,,
ALVG.DE,2022-06-23 00:00:00+00:00,183.6,183.68,179.0,,
ALVG.DE,2022-06-24 00:00:00+00:00,179.94,182.14,179.24,,
ALVG.DE,2022-06-27 00:00:00+00:00,181.62,182.24,180.2,,
ALVG.DE,2022-06-28 00:00:00+00:00,181.92,184.74,181.92,,
ALVG.DE,2022-06-29 00:00:00+00:00,182.14,184.96,181.98,,
